transaction_id,timestamp,user_id,receiver_id,amount,sender_bank,receiver_bank,device_id,device_type,city,state,transaction_type,merchant_category,transaction_status,is_fraud,fraud_scenario
T0032949,2026-03-01 05:59:29,U1609,R2076,302.15,Bank_A,Bank_E,D1609_2,Android,Hyderabad,Telangana,P2M,Other,SUCCESS,0,none
T0033071,2026-03-01 10:53:02,U0616,R3687,246.66,Bank_E,Bank_B,D0616_1,iOS,Bengaluru,Karnataka,BillPay,Shopping,SUCCESS,0,none
T0033110,2026-03-01 12:44:20,U0225,R1682,223.32,Bank_B,Bank_A,D0225_1,Android,Pune,Maharashtra,BillPay,Food,SUCCESS,0,none
T0033184,2026-03-01 15:50:19,U0516,R3337,210.23,Bank_C,Bank_B,D0516_1,Android,Jaipur,Rajasthan,P2P,Food,SUCCESS,0,none
T0033246,2026-03-01 18:16:22,U0425,R3359,298.34,Bank_B,Bank_E,D0425_1,Android,Chennai,Tamil Nadu,P2P,Healthcare,SUCCESS,0,none
T0033452,2026-03-02 03:35:48,U1418,R1094,641.46,Bank_E,Bank_B,D1418_1,Android,Jaipur,Rajasthan,P2P,Travel,SUCCESS,0,none
T0033499,2026-03-02 05:45:06,U1668,R1859,507.48,Bank_E,Bank_B,D1668_1,iOS,Delhi,Delhi,P2M,Food,SUCCESS,0,none
T0033554,2026-03-02 07:46:11,U1765,R1990,32.46,Bank_E,Bank_E,D1765_1,Android,Pune,Maharashtra,BillPay,Groceries,SUCCESS,0,none
T0033705,2026-03-02 14:17:15,U0298,R1806,803.35,Bank_D,Bank_B,D0298_1,Android,Chennai,Tamil Nadu,P2P,Travel,SUCCESS,0,none
T0033876,2026-03-02 21:36:15,U0262,R1982,1020.64,Bank_D,Bank_D,D0262_1,Android,Mumbai,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0034008,2026-03-03 03:31:15,U1481,R1918,323.72,Bank_D,Bank_A,D1481_2,Android,Chennai,Tamil Nadu,P2M,Utilities,SUCCESS,0,none
T0034047,2026-03-03 04:59:26,U1370,R1618,1053.45,Bank_D,Bank_E,D1370_1,Android,Kolkata,West Bengal,P2P,Utilities,SUCCESS,0,none
T0034063,2026-03-03 05:55:48,U1522,R0705,314.13,Bank_B,Bank_D,D1522_1,iOS,Hyderabad,Telangana,Recharge,Food,SUCCESS,0,none
T0034080,2026-03-03 06:33:24,U0546,R2466,1684.38,Bank_A,Bank_C,D0546_1,Android,Hyderabad,Telangana,P2P,Food,SUCCESS,0,none
T0034166,2026-03-03 09:52:44,U0378,R3715,735.09,Bank_A,Bank_C,D0378_1,Android,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0034204,2026-03-03 11:11:46,U0457,R2339,200.16,Bank_C,Bank_D,D0457_1,Android,Chennai,Tamil Nadu,BillPay,Food,SUCCESS,0,none
T0034211,2026-03-03 11:39:40,U0358,R1368,1358.81,Bank_A,Bank_E,D0358_1,Android,Jaipur,Rajasthan,P2P,Groceries,SUCCESS,0,none
T0034224,2026-03-03 12:06:35,U0851,R3384,5511.1,Bank_B,Bank_B,D0851_1,iOS,Delhi,Delhi,P2P,Utilities,SUCCESS,0,none
T0034305,2026-03-03 15:33:23,U1224,R0186,2647.52,Bank_D,Bank_B,D1224_1,Android,Chennai,Tamil Nadu,P2P,Shopping,SUCCESS,0,none
T0034408,2026-03-03 20:04:21,U0177,R1250,15393.42,Bank_A,Bank_A,D0177_1,Android,Jaipur,Rajasthan,P2P,Travel,SUCCESS,0,none
T0034432,2026-03-03 21:17:34,U1105,R0435,274.09,Bank_E,Bank_E,D1105_1,iOS,Jaipur,Rajasthan,BillPay,Groceries,SUCCESS,0,none
T0034568,2026-03-04 03:57:07,U1822,R0376,738.83,Bank_D,Bank_D,D1822_2,iOS,Bengaluru,Karnataka,BillPay,Travel,SUCCESS,0,none
T0034616,2026-03-04 06:10:01,U1864,R3469,5334.6,Bank_B,Bank_B,D1864_1,Android,Bengaluru,Karnataka,P2M,Travel,SUCCESS,0,none
T0034658,2026-03-04 08:17:43,U1713,R2340,9846.62,Bank_D,Bank_D,D1713_1,Android,Hyderabad,Telangana,BillPay,Other,SUCCESS,0,none
T0034691,2026-03-04 09:58:24,U0858,R1153,698.92,Bank_E,Bank_B,D0858_1,iOS,Delhi,Delhi,P2P,Shopping,SUCCESS,0,none
T0034750,2026-03-04 12:26:20,U0692,R4140,252.78,Bank_B,Bank_D,D0692_1,Android,Jaipur,Rajasthan,Recharge,Shopping,SUCCESS,0,none
T0034856,2026-03-04 16:55:46,U0965,R1126,1880.15,Bank_D,Bank_C,NEW_7933,Android,Kolkata,West Bengal,P2M,Utilities,SUCCESS,0,none
T0034922,2026-03-04 19:48:41,U1645,R2141,1087.4,Bank_C,Bank_D,D1645_1,Android,Delhi,Delhi,BillPay,Healthcare,SUCCESS,1,velocity
T0035034,2026-03-05 00:42:12,U1224,R1487,1825.37,Bank_D,Bank_C,D1224_1,Android,Chennai,Tamil Nadu,P2P,Shopping,SUCCESS,0,none
T0035095,2026-03-05 03:37:16,U0115,R2423,944.8,Bank_D,Bank_A,NEW_33210,Android,Bengaluru,Karnataka,P2M,Utilities,SUCCESS,0,none
T0035144,2026-03-05 06:00:24,U0693,R0992,330.27,Bank_E,Bank_E,D0693_1,Android,Pune,Maharashtra,P2P,Travel,SUCCESS,0,none
T0035205,2026-03-05 08:09:53,U0493,R0804,21198.41,Bank_C,Bank_C,D0493_1,Android,Chennai,Tamil Nadu,P2M,Shopping,SUCCESS,0,none
T0035474,2026-03-05 20:21:05,U1628,R0750,389.56,Bank_C,Bank_C,D1628_1,Android,Kolkata,West Bengal,Recharge,Other,SUCCESS,0,none
T0035540,2026-03-05 22:44:25,U0702,R0347,1199.1,Bank_A,Bank_A,D0702_1,Android,Bengaluru,Karnataka,BillPay,Utilities,SUCCESS,0,none
T0035558,2026-03-05 23:33:41,U1969,R0737,408.82,Bank_B,Bank_B,D1969_1,Android,Chennai,Tamil Nadu,P2P,Food,SUCCESS,0,none
T0035780,2026-03-06 09:14:38,U1185,R3986,314.55,Bank_C,Bank_E,D1185_1,iOS,Hyderabad,Telangana,Recharge,Healthcare,SUCCESS,0,none
T0035840,2026-03-06 11:45:51,U0115,R3845,560.79,Bank_D,Bank_C,D0115_1,Android,Bengaluru,Karnataka,P2P,Utilities,SUCCESS,0,none
T0035897,2026-03-06 14:37:19,U1806,R3864,538.11,Bank_A,Bank_A,D1806_2,Android,Hyderabad,Telangana,P2M,Utilities,SUCCESS,0,none
T0035908,2026-03-06 14:53:06,U0734,R2395,99.86,Bank_D,Bank_B,D0734_1,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0036057,2026-03-06 20:26:18,U1891,R3615,569.87,Bank_C,Bank_E,D1891_2,iOS,Kolkata,West Bengal,P2P,Travel,SUCCESS,0,none
T0036128,2026-03-06 23:24:55,U1081,R2254,173.46,Bank_D,Bank_D,D1081_2,iOS,Delhi,Delhi,P2M,Healthcare,SUCCESS,0,none
T0036236,2026-03-07 03:51:56,U1123,R1675,446.05,Bank_E,Bank_C,NEW_13067,Android,Bengaluru,Karnataka,Recharge,Healthcare,SUCCESS,0,none
T0036261,2026-03-07 04:47:35,U0590,R2130,415.59,Bank_E,Bank_C,D0590_1,Android,Kolkata,West Bengal,P2M,Shopping,SUCCESS,0,none
T0036346,2026-03-07 09:11:43,U1133,R5839,707.37,Bank_A,Bank_A,D1133_1,Android,Mumbai,Maharashtra,P2M,Healthcare,SUCCESS,0,none
T0036400,2026-03-07 11:02:57,U1288,R2660,409.89,Bank_D,Bank_B,D1288_2,Android,Delhi,Delhi,P2M,Food,SUCCESS,0,none
T0036421,2026-03-07 12:02:32,U0394,R1196,704.02,Bank_A,Bank_A,D0394_1,Android,Hyderabad,Telangana,Recharge,Utilities,SUCCESS,0,none
T0036438,2026-03-07 12:52:19,U0685,R4966,14517.48,Bank_E,Bank_C,D0685_1,Android,Mumbai,Maharashtra,P2P,Healthcare,SUCCESS,1,new_receiver_amount
T0036481,2026-03-07 14:59:56,U0911,R1234,151.76,Bank_A,Bank_D,D0911_1,Android,Hyderabad,Telangana,P2P,Utilities,SUCCESS,0,none
T0036538,2026-03-07 17:33:34,U0153,R2474,126.14,Bank_B,Bank_D,D0153_2,Android,Chennai,Tamil Nadu,P2P,Food,SUCCESS,0,none
T0036586,2026-03-07 19:23:27,U0603,R1862,1106.28,Bank_E,Bank_B,D0603_2,Android,Hyderabad,Telangana,P2P,Food,SUCCESS,0,none
T0036673,2026-03-07 23:39:28,U1886,R2541,685.84,Bank_A,Bank_E,D1886_1,Android,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0036720,2026-03-08 01:33:00,U0693,R2486,229.09,Bank_A,Bank_D,D0693_1,Android,Pune,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0036760,2026-03-08 03:31:14,U1628,R4666,289.1,Bank_C,Bank_A,D1628_1,Android,Kolkata,West Bengal,P2P,Travel,SUCCESS,0,none
T0036776,2026-03-08 04:08:41,U1632,R2029,113.3,Bank_E,Bank_A,D1632_1,iOS,Pune,Maharashtra,P2M,Food,SUCCESS,0,none
T0036804,2026-03-08 05:22:39,U1175,R3681,397.11,Bank_B,Bank_C,D1175_1,Android,Hyderabad,Telangana,P2P,Food,SUCCESS,0,none
T0036885,2026-03-08 08:58:16,U0981,R2966,686.06,Bank_B,Bank_E,D0981_1,Android,Hyderabad,Telangana,Recharge,Utilities,SUCCESS,0,none
T0036894,2026-03-08 09:16:35,U0289,R3997,1861.38,Bank_D,Bank_D,D0289_1,Android,Chennai,Tamil Nadu,P2P,Shopping,SUCCESS,0,none
T0036959,2026-03-08 12:25:14,U1885,R2948,680.74,Bank_C,Bank_B,D1885_1,iOS,Kolkata,West Bengal,P2P,Other,SUCCESS,0,none
T0037087,2026-03-08 18:20:45,U1282,R1428,567.58,Bank_E,Bank_E,D1282_1,iOS,Jaipur,Rajasthan,P2P,Groceries,SUCCESS,0,none
T0037096,2026-03-08 18:48:07,U1456,R1294,1183.63,Bank_B,Bank_B,D1456_1,Android,Bengaluru,Karnataka,P2P,Utilities,SUCCESS,0,none
T0037140,2026-03-08 20:44:59,U1765,R0177,273.58,Bank_A,Bank_C,D1765_1,iOS,Pune,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0037173,2026-03-08 22:00:38,U1454,R2080,536.68,Bank_B,Bank_B,D1454_1,iOS,Hyderabad,Telangana,P2M,Other,SUCCESS,0,none
T0037190,2026-03-08 22:41:55,U1888,R0536,157.16,Bank_E,Bank_B,D1888_1,Android,Hyderabad,Telangana,Recharge,Utilities,SUCCESS,0,none
T0037196,2026-03-08 23:01:29,U1535,R4093,1046.17,Bank_A,Bank_E,NEW_98063,Android,Pune,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0037214,2026-03-08 23:48:54,U1348,R0208,243.07,Bank_A,Bank_D,NEW_79000,Android,Jaipur,Rajasthan,P2P,Shopping,SUCCESS,0,none
T0037224,2026-03-09 00:20:35,U0553,R2228,666.36,Bank_B,Bank_E,D0553_1,Android,Jaipur,Rajasthan,P2P,Travel,SUCCESS,0,none
T0037238,2026-03-09 00:56:55,U0609,R1685,15608.86,Bank_B,Bank_B,D0609_1,Android,Bengaluru,Karnataka,Recharge,Healthcare,SUCCESS,0,none
T0037287,2026-03-09 02:35:27,U0814,R5786,307.31,Bank_E,Bank_C,D0814_1,Android,Chennai,Tamil Nadu,P2P,Utilities,SUCCESS,0,none
T0037518,2026-03-09 12:17:22,U1284,R3681,452.81,Bank_B,Bank_E,D1284_1,Android,Pune,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0037602,2026-03-09 16:01:38,U1756,R4551,2187.02,Bank_A,Bank_E,D1756_1,Android,Hyderabad,Telangana,P2P,Utilities,SUCCESS,0,none
T0037613,2026-03-09 16:45:02,U1632,R2029,84.35,Bank_E,Bank_C,D1632_1,Android,Pune,Maharashtra,P2M,Food,SUCCESS,0,none
T0037625,2026-03-09 17:30:21,U1238,R3585,1340.64,Bank_B,Bank_D,D1238_1,Android,Bengaluru,Karnataka,P2P,Food,SUCCESS,0,none
T0037669,2026-03-09 19:31:49,U1045,R0443,1226.9,Bank_C,Bank_E,D1045_1,Android,Delhi,Delhi,P2P,Other,FAILED,0,none
T0037737,2026-03-09 22:08:20,U0807,R2366,371.88,Bank_A,Bank_D,D0807_1,iOS,Pune,Maharashtra,P2P,Travel,SUCCESS,0,none
T0037867,2026-03-10 04:15:44,U1377,R2629,287.67,Bank_A,Bank_D,D1377_2,Android,Delhi,Delhi,P2P,Other,SUCCESS,0,none
T0037892,2026-03-10 05:22:04,U1159,R3200,1018.02,Bank_B,Bank_B,D1159_2,Android,Mumbai,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0037916,2026-03-10 06:15:46,U1822,R0522,531.62,Bank_C,Bank_B,D1822_1,Android,Bengaluru,Karnataka,BillPay,Other,SUCCESS,0,none
T0038065,2026-03-10 12:58:27,U1159,R3975,465.6,Bank_D,Bank_D,D1159_2,Android,Mumbai,Maharashtra,P2M,Food,SUCCESS,0,none
T0038163,2026-03-10 16:40:47,U1752,R2816,806.63,Bank_A,Bank_E,D1752_1,Android,Mumbai,Maharashtra,BillPay,Groceries,SUCCESS,0,none
T0038173,2026-03-10 17:08:17,U0078,R3198,5061.87,Bank_A,Bank_D,D0078_1,Android,Hyderabad,Telangana,P2P,Shopping,SUCCESS,0,none
T0038215,2026-03-10 18:42:07,U0343,R2516,278.6,Bank_D,Bank_A,D0343_1,Android,Delhi,Delhi,P2P,Food,SUCCESS,0,none
T0038243,2026-03-10 19:47:22,U1636,R3656,4190.29,Bank_C,Bank_C,D1636_1,Android,Pune,Maharashtra,P2M,Groceries,FAILED,0,none
T0038250,2026-03-10 20:02:45,U0200,R0577,360.08,Bank_C,Bank_D,D0200_1,Android,Pune,Maharashtra,P2P,Travel,SUCCESS,0,none
T0038265,2026-03-10 20:35:58,U1334,R3002,1097.04,Bank_D,Bank_E,D1334_1,Android,Mumbai,Maharashtra,P2P,Healthcare,SUCCESS,0,none
T0038341,2026-03-10 23:52:11,U0512,R1474,1308.34,Bank_A,Bank_E,D0512_2,iOS,Delhi,Delhi,P2P,Utilities,SUCCESS,0,none
T0038386,2026-03-11 01:15:18,U0116,R3339,1063.22,Bank_C,Bank_C,D0116_1,Android,Bengaluru,Karnataka,P2M,Shopping,FAILED,0,none
T0038479,2026-03-11 05:18:44,U1486,R1871,901.01,Bank_E,Bank_B,D1486_1,iOS,Mumbai,Maharashtra,P2M,Travel,SUCCESS,0,none
T0038537,2026-03-11 07:32:53,U1609,R0590,668.22,Bank_D,Bank_B,D1609_1,Android,Hyderabad,Telangana,P2P,Shopping,SUCCESS,0,none
T0038556,2026-03-11 08:15:05,U0644,R4288,525.76,Bank_E,Bank_B,D0644_2,Android,Chennai,Tamil Nadu,P2M,Utilities,SUCCESS,0,none
T0038696,2026-03-11 14:01:18,U1690,R1165,194.35,Bank_C,Bank_A,D1690_1,Android,Chennai,Tamil Nadu,P2P,Groceries,SUCCESS,0,none
T0038735,2026-03-11 15:32:57,U1283,R0555,64.17,Bank_C,Bank_C,D1283_1,Android,Bengaluru,Karnataka,P2P,Healthcare,SUCCESS,0,none
T0038801,2026-03-11 18:51:35,U0751,R0525,597.63,Bank_B,Bank_B,D0751_2,Android,Hyderabad,Telangana,Recharge,Food,FAILED,0,none
T0038921,2026-03-12 00:34:21,U1484,R5068,185.24,Bank_E,Bank_C,D1484_1,Android,Delhi,Delhi,P2P,Groceries,SUCCESS,0,none
T0039249,2026-03-12 14:33:27,U1673,R0963,373.0,Bank_D,Bank_A,D1673_1,Android,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0039251,2026-03-12 14:33:44,U0609,R2571,917.16,Bank_B,Bank_E,D0609_1,Android,Bengaluru,Karnataka,P2P,Travel,SUCCESS,0,none
T0039329,2026-03-12 18:40:28,U0661,R2478,830.87,Bank_E,Bank_C,D0661_1,Android,Mumbai,Maharashtra,P2P,Shopping,SUCCESS,0,none
T0039328,2026-03-12 18:40:28,U1376,R3879,120.53,Bank_B,Bank_B,D1376_1,Android,Kolkata,West Bengal,P2M,Other,SUCCESS,0,none
T0039358,2026-03-12 20:01:53,U0831,R0744,1837.35,Bank_A,Bank_B,D0831_1,Android,Delhi,Delhi,P2P,Travel,SUCCESS,0,none
T0039476,2026-03-13 01:16:06,U1898,R2309,3412.89,Bank_A,Bank_E,D1898_2,iOS,Mumbai,Maharashtra,P2P,Travel,SUCCESS,1,high_amount
T0039484,2026-03-13 01:47:26,U1864,R2059,11132.36,Bank_E,Bank_E,D1864_2,Android,Bengaluru,Karnataka,BillPay,Groceries,FAILED,0,none
T0039490,2026-03-13 02:06:07,U1642,R2438,2290.42,Bank_A,Bank_C,D1642_1,Android,Hyderabad,Telangana,BillPay,Utilities,SUCCESS,0,none
T0039507,2026-03-13 03:03:08,U0599,R3759,677.8,Bank_B,Bank_D,D0599_1,Android,Chennai,Tamil Nadu,P2M,Travel,SUCCESS,0,none
T0039531,2026-03-13 04:02:48,U0692,R0876,1248.74,Bank_C,Bank_D,D0692_1,iOS,Jaipur,Rajasthan,P2M,Utilities,SUCCESS,0,none
T0040041,2026-03-14 01:49:55,U0063,R0388,931.39,Bank_B,Bank_D,D0063_1,iOS,Bengaluru,Karnataka,P2M,Utilities,SUCCESS,0,none
T0040186,2026-03-14 07:46:29,U1748,R0387,580.09,Bank_E,Bank_C,D1748_2,iOS,Jaipur,Rajasthan,P2P,Utilities,SUCCESS,0,none
T0040196,2026-03-14 07:55:30,U1522,R0109,153.75,Bank_C,Bank_E,D1522_1,Android,Hyderabad,Telangana,P2P,Travel,SUCCESS,0,none
T0040360,2026-03-14 15:18:22,U1049,R1376,1342.66,Bank_B,Bank_E,D1049_1,Android,Pune,Maharashtra,P2M,Other,SUCCESS,0,none
T0040486,2026-03-14 20:38:23,U1652,R3872,580.88,Bank_A,Bank_C,D1652_1,Android,Bengaluru,Karnataka,P2M,Shopping,SUCCESS,0,none
T0040684,2026-03-15 05:42:43,U1690,R2975,251.61,Bank_B,Bank_D,D1690_1,Android,Chennai,Tamil Nadu,P2P,Healthcare,SUCCESS,0,none
T0040972,2026-03-15 18:02:58,U0550,R2482,441.74,Bank_D,Bank_A,D0550_2,Android,Jaipur,Rajasthan,Recharge,Shopping,SUCCESS,0,none
T0041100,2026-03-16 00:02:34,U0991,R0103,54.14,Bank_C,Bank_C,D0991_1,Android,Bengaluru,Karnataka,P2M,Food,SUCCESS,0,none
T0041164,2026-03-16 02:18:30,U0828,R0338,197.48,Bank_C,Bank_B,NEW_43626,Android,Delhi,Delhi,P2P,Food,SUCCESS,0,none
T0041253,2026-03-16 06:14:55,U0716,R0209,137.85,Bank_D,Bank_E,D0716_1,Android,Bengaluru,Karnataka,P2M,Shopping,SUCCESS,0,none
T0041281,2026-03-16 07:16:03,U0418,R1950,175.42,Bank_A,Bank_A,D0418_2,Android,Jaipur,Rajasthan,P2P,Groceries,SUCCESS,0,none
T0041328,2026-03-16 09:52:57,U0828,R5757,231.72,Bank_D,Bank_A,D0828_1,Android,Delhi,Delhi,P2P,Shopping,SUCCESS,0,none
T0041336,2026-03-16 10:09:30,U0581,R1226,2286.55,Bank_A,Bank_C,D0581_1,Android,Kolkata,West Bengal,P2P,Shopping,SUCCESS,0,none
T0041340,2026-03-16 10:16:21,U1765,R3565,161.83,Bank_C,Bank_E,D1765_1,Android,Jaipur,Rajasthan,P2P,Travel,SUCCESS,0,none
T0041390,2026-03-16 13:25:55,U0637,R2582,454.56,Bank_C,Bank_A,D0637_1,iOS,Bengaluru,Karnataka,P2P,Shopping,SUCCESS,0,none
T0041504,2026-03-16 18:48:13,U0702,R2243,4382.79,Bank_E,Bank_C,D0702_1,iOS,Delhi,Delhi,P2P,Food,SUCCESS,0,none
T0041515,2026-03-16 19:06:53,U0220,R1229,167.97,Bank_A,Bank_D,D0220_1,Android,Kolkata,West Bengal,P2M,Utilities,SUCCESS,0,none
T0041694,2026-03-17 03:15:40,U1645,R3500,90.83,Bank_C,Bank_D,D1645_1,iOS,Delhi,Delhi,P2P,Food,SUCCESS,0,none
T0041837,2026-03-17 09:16:15,U1460,R3567,355.45,Bank_E,Bank_A,D1460_1,Android,Pune,Maharashtra,Recharge,Other,SUCCESS,0,none
T0042029,2026-03-17 17:05:04,U0373,R2545,147.33,Bank_C,Bank_E,NEW_80147,Android,Kolkata,West Bengal,P2P,Other,SUCCESS,0,none
T0042091,2026-03-17 19:40:10,U0338,R0497,61.57,Bank_A,Bank_E,D0338_2,Android,Pune,Maharashtra,P2P,Healthcare,FAILED,0,none
T0042112,2026-03-17 20:59:08,U0064,R0341,322.32,Bank_D,Bank_B,D0064_2,Android,Hyderabad,Telangana,P2P,Healthcare,SUCCESS,0,none
T0042128,2026-03-17 21:42:08,U1159,R3200,676.26,Bank_B,Bank_B,D1159_2,Android,Mumbai,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0042207,2026-03-18 01:36:00,U0821,R0863,1304.84,Bank_E,Bank_A,D0821_1,Android,Bengaluru,Karnataka,P2M,Shopping,FAILED,0,none
T0042295,2026-03-18 06:19:01,U1822,R0376,827.08,Bank_C,Bank_B,D1822_2,Android,Bengaluru,Karnataka,P2M,Healthcare,SUCCESS,0,none
T0042425,2026-03-18 11:26:47,U1912,R0402,260.34,Bank_D,Bank_A,D1912_1,Android,Hyderabad,Telangana,P2P,Groceries,SUCCESS,0,none
T0042455,2026-03-18 12:42:24,U0374,R2657,547.44,Bank_A,Bank_C,D0374_1,Android,Mumbai,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0042502,2026-03-18 14:48:19,U1413,R1944,104.61,Bank_C,Bank_B,D1413_1,Android,Pune,Maharashtra,P2M,Food,SUCCESS,0,none
T0042584,2026-03-18 18:32:46,U1523,R3923,692.81,Bank_B,Bank_E,D1523_2,iOS,Mumbai,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0042591,2026-03-18 18:47:22,U0828,R3945,89.74,Bank_E,Bank_E,D0828_2,iOS,Delhi,Delhi,BillPay,Utilities,SUCCESS,0,none
T0042606,2026-03-18 19:25:30,U1042,R3931,973.26,Bank_B,Bank_D,D1042_1,Android,Jaipur,Rajasthan,P2P,Groceries,SUCCESS,0,none
T0042652,2026-03-18 22:29:31,U0769,R1967,1584.79,Bank_E,Bank_E,D0769_1,Android,Hyderabad,Telangana,P2P,Travel,SUCCESS,0,none
T0042685,2026-03-18 23:57:51,U0076,R3127,539.1,Bank_A,Bank_B,D0076_1,Android,Chennai,Tamil Nadu,P2M,Healthcare,FAILED,0,none
T0042725,2026-03-19 01:57:01,U0597,R2612,519.07,Bank_B,Bank_A,D0597_1,iOS,Bengaluru,Karnataka,P2P,Other,SUCCESS,0,none
T0042746,2026-03-19 02:51:19,U1721,R3808,1874.71,Bank_E,Bank_E,D1721_1,iOS,Bengaluru,Karnataka,P2P,Healthcare,SUCCESS,0,none
T0042768,2026-03-19 03:35:27,U1607,R0033,19674.08,Bank_A,Bank_A,D1607_1,Android,Jaipur,Rajasthan,BillPay,Other,SUCCESS,0,none
T0042812,2026-03-19 05:52:10,U1429,R4476,278.46,Bank_D,Bank_C,D1429_2,Android,Kolkata,West Bengal,P2P,Utilities,SUCCESS,0,none
T0042977,2026-03-19 12:00:44,U1861,R2596,1269.59,Bank_C,Bank_C,D1861_2,Android,Delhi,Delhi,P2M,Travel,SUCCESS,0,none
T0043045,2026-03-19 14:40:15,U0636,R1370,223.61,Bank_D,Bank_D,D0636_2,Android,Delhi,Delhi,P2M,Groceries,SUCCESS,0,none
T0043049,2026-03-19 14:53:33,U1881,R2087,429.2,Bank_E,Bank_A,D1881_2,Android,Chennai,Tamil Nadu,P2M,Groceries,SUCCESS,0,none
T0043107,2026-03-19 17:21:50,U1645,R1666,355.58,Bank_B,Bank_C,D1645_1,Android,Delhi,Delhi,P2M,Healthcare,SUCCESS,0,none
T0043119,2026-03-19 17:44:14,U1020,R2874,208.66,Bank_C,Bank_B,D1020_1,Android,Mumbai,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0043137,2026-03-19 18:18:26,U1636,R3656,704.33,Bank_B,Bank_B,D1636_1,Android,Pune,Maharashtra,P2P,Travel,SUCCESS,0,none
T0043240,2026-03-19 22:55:21,U1886,R3265,660.55,Bank_B,Bank_A,NEW_46059,Android,Pune,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0043282,2026-03-20 00:53:37,U0384,R2295,285.17,Bank_D,Bank_B,D0384_1,Android,Hyderabad,Telangana,P2P,Other,SUCCESS,0,none
T0043338,2026-03-20 03:03:16,U0984,R3299,182.49,Bank_C,Bank_C,D0984_1,iOS,Jaipur,Rajasthan,P2M,Healthcare,SUCCESS,0,none
T0043344,2026-03-20 03:24:21,U1513,R2840,2133.02,Bank_D,Bank_C,D1513_1,Android,Delhi,Delhi,P2P,Utilities,SUCCESS,0,none
T0043468,2026-03-20 09:14:11,U0136,R1680,873.68,Bank_E,Bank_B,D0136_1,Android,Kolkata,West Bengal,Recharge,Groceries,SUCCESS,0,none
T0043515,2026-03-20 10:47:36,U0395,R4138,925.78,Bank_D,Bank_A,D0395_1,Android,Kolkata,West Bengal,P2P,Food,SUCCESS,0,none
T0043565,2026-03-20 12:31:20,U1667,R2736,1019.49,Bank_C,Bank_E,D1667_1,iOS,Hyderabad,Telangana,P2P,Other,SUCCESS,0,none
T0043650,2026-03-20 15:45:39,U0379,R3811,281.46,Bank_B,Bank_B,D0379_1,iOS,Mumbai,Maharashtra,Recharge,Utilities,SUCCESS,0,none
T0043825,2026-03-20 22:42:34,U1066,R2208,533.07,Bank_C,Bank_D,D1066_1,Android,Bengaluru,Karnataka,P2M,Healthcare,SUCCESS,0,none
T0043835,2026-03-20 23:10:43,U1366,R4477,364.75,Bank_A,Bank_E,D1366_1,iOS,Pune,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0043851,2026-03-21 00:14:50,U0608,R3659,325.78,Bank_B,Bank_D,D0608_1,Android,Mumbai,Maharashtra,P2M,Other,SUCCESS,0,none
T0044077,2026-03-21 11:23:58,U1645,R0491,164.99,Bank_C,Bank_D,D1645_1,iOS,Delhi,Delhi,P2M,Shopping,SUCCESS,0,none
T0044212,2026-03-21 17:23:40,U0595,R1788,63.49,Bank_A,Bank_E,D0595_1,Android,Jaipur,Rajasthan,P2P,Healthcare,SUCCESS,0,none
T0044230,2026-03-21 18:09:56,U0599,R1877,395.76,Bank_B,Bank_D,D0599_1,Android,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0044232,2026-03-21 18:11:30,U1250,R1319,3208.86,Bank_C,Bank_C,D1250_1,Android,Jaipur,Rajasthan,Recharge,Utilities,SUCCESS,0,none
T0044234,2026-03-21 18:17:38,U1066,R4370,318.1,Bank_C,Bank_A,D1066_1,Android,Bengaluru,Karnataka,P2M,Shopping,SUCCESS,0,none
T0044235,2026-03-21 18:18:39,U0880,R2758,2129.26,Bank_D,Bank_B,D0880_2,Android,Jaipur,Rajasthan,Recharge,Healthcare,SUCCESS,0,none
T0044236,2026-03-21 18:23:09,U1200,R0082,1176.71,Bank_D,Bank_C,D1200_1,Android,Hyderabad,Telangana,P2P,Shopping,SUCCESS,0,none
T0044306,2026-03-21 21:15:43,U1676,R0263,81.68,Bank_A,Bank_E,D1676_1,iOS,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0044395,2026-03-22 01:32:35,U1709,R0654,56.92,Bank_C,Bank_C,D1709_2,Android,Chennai,Tamil Nadu,P2P,Utilities,SUCCESS,0,none
